productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extCardType,extCardSubType,extClass,extPower,extDefenseValue,extTalent,extCost,extPitchValue,extFlavorText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
676431,Strike Twice (Red),Strike Twice Red,https://tcgplayer-cdn.tcgplayer.com/product/676431_200w.jpg,62,24532,https://cpt.tcgcsv.com/FBq7,2026-01-31T16:13:40.327,1,Rare,PEN238,,,,,,,,,,,,,,,
676432,Voltic Vanguard,Voltic Vanguard,https://tcgplayer-cdn.tcgplayer.com/product/676432_200w.jpg,62,24532,https://cpt.tcgcsv.com/GBq7,2026-01-31T16:13:40.693,1,Rare,PEN240,,,,,,,,,,,,,,,
676433,Ion Charged (Yellow),Ion Charged Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676433_200w.jpg,62,24532,https://cpt.tcgcsv.com/HBq7,2026-01-31T16:13:41.01,1,Rare,PEN242,,,,,,,,,,,,,,,
676434,Overcharge (Red),Overcharge Red,https://tcgplayer-cdn.tcgplayer.com/product/676434_200w.jpg,62,24532,https://cpt.tcgcsv.com/JBq7,2026-01-31T16:13:41.337,1,Common,PEN243,,,,,,,,,,,,,,,
676435,Overcharge (Yellow),Overcharge Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676435_200w.jpg,62,24532,https://cpt.tcgcsv.com/KBq7,2026-01-31T16:13:41.763,1,Common,PEN244,,,,,,,,,,,,,,,
676436,Overcharge (Blue),Overcharge Blue,https://tcgplayer-cdn.tcgplayer.com/product/676436_200w.jpg,62,24532,https://cpt.tcgcsv.com/LBq7,2026-01-31T16:13:42.183,1,Common,PEN245,,,,,,,,,,,,,,,
676437,Cloud Cover (Red),Cloud Cover Red,https://tcgplayer-cdn.tcgplayer.com/product/676437_200w.jpg,62,24532,https://cpt.tcgcsv.com/MBq7,2026-01-31T16:13:42.6,1,Common,PEN246,,,,,,,,,,,,,,,
676438,Cloud Cover (Yellow),Cloud Cover Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676438_200w.jpg,62,24532,https://cpt.tcgcsv.com/NBq7,2026-01-31T16:13:42.947,1,Common,PEN247,,,,,,,,,,,,,,,
676439,Cloud Cover (Blue),Cloud Cover Blue,https://tcgplayer-cdn.tcgplayer.com/product/676439_200w.jpg,62,24532,https://cpt.tcgcsv.com/PBq7,2026-01-31T16:13:43.317,1,Common,PEN248,,,,,,,,,,,,,,,
676440,Haboob (Red),Haboob Red,https://tcgplayer-cdn.tcgplayer.com/product/676440_200w.jpg,62,24532,https://cpt.tcgcsv.com/QBq7,2026-01-31T16:13:43.67,1,Rare,PEN249,,,,,,,,,,,,,,,
676441,Smoldering Steel (Red),Smoldering Steel Red,https://tcgplayer-cdn.tcgplayer.com/product/676441_200w.jpg,62,24532,https://cpt.tcgcsv.com/RBq7,2026-01-31T16:13:44.1,1,Rare,PEN251,,,,,,,,,,,,,,,
676442,Smoldering Scales,Smoldering Scales,https://tcgplayer-cdn.tcgplayer.com/product/676442_200w.jpg,62,24532,https://cpt.tcgcsv.com/SBq7,2026-01-31T16:13:44.527,1,Rare,PEN253,,,,,,,,,,,,,,,
676443,Four Feathers One Crown (Red),Four Feathers One Crown Red,https://tcgplayer-cdn.tcgplayer.com/product/676443_200w.jpg,62,24532,https://cpt.tcgcsv.com/TBq7,2026-01-31T16:13:44.9,1,Common,PEN256,,,,,,,,,,,,,,,
676444,Phoenix Bannerman Head (Red),Phoenix Bannerman Head Red,https://tcgplayer-cdn.tcgplayer.com/product/676444_200w.jpg,62,24532,https://cpt.tcgcsv.com/VBq7,2026-01-31T16:13:45.3,1,Common,PEN257,,,,,,,,,,,,,,,
676445,Phoenix Bannerman Chest (Red),Phoenix Bannerman Chest Red,https://tcgplayer-cdn.tcgplayer.com/product/676445_200w.jpg,62,24532,https://cpt.tcgcsv.com/WBq7,2026-01-31T16:13:45.68,1,Common,PEN258,,,,,,,,,,,,,,,
676446,Phoenix Bannerman Arms (Red),Phoenix Bannerman Arms Red,https://tcgplayer-cdn.tcgplayer.com/product/676446_200w.jpg,62,24532,https://cpt.tcgcsv.com/XBq7,2026-01-31T16:13:46.063,1,Common,PEN259,,,,,,,,,,,,,,,
676447,Phoenix Bannerman Legs (Red),Phoenix Bannerman Legs Red,https://tcgplayer-cdn.tcgplayer.com/product/676447_200w.jpg,62,24532,https://cpt.tcgcsv.com/ZBq7,2026-01-31T16:13:46.467,1,Common,PEN260,,,,,,,,,,,,,,,
676448,Phoenix Flame (Red),Phoenix Flame Red,https://tcgplayer-cdn.tcgplayer.com/product/676448_200w.jpg,62,24532,https://cpt.tcgcsv.com/-Bq7,2026-01-31T16:13:46.833,1,Common,PEN261,,,,,,,,,,,,,,,
676449,Serpents Kiss (Blue),Serpents Kiss Blue,https://tcgplayer-cdn.tcgplayer.com/product/676449_200w.jpg,62,24532,https://cpt.tcgcsv.com/_Bq7,2026-01-31T16:13:47.083,1,Rare,PEN262,,,,,,,,,,,,,,,
676450,Wax And Wane (Blue),Wax And Wane Blue,https://tcgplayer-cdn.tcgplayer.com/product/676450_200w.jpg,62,24532,https://cpt.tcgcsv.com/0Cq7,2026-01-31T16:13:47.513,1,Rare,PEN263,,,,,,,,,,,,,,,
676451,Shapeless Form (Blue),Shapeless Form Blue,https://tcgplayer-cdn.tcgplayer.com/product/676451_200w.jpg,62,24532,https://cpt.tcgcsv.com/2Cq7,2026-01-31T16:13:47.893,1,Rare,PEN264,,,,,,,,,,,,,,,
676452,Kimono Of Layered Lessons,Kimono Of Layered Lessons,https://tcgplayer-cdn.tcgplayer.com/product/676452_200w.jpg,62,24532,https://cpt.tcgcsv.com/3Cq7,2026-01-31T16:13:48.31,1,Rare,PEN266,,,,,,,,,,,,,,,
676453,Recede To Mistform (Blue),Recede To Mistform Blue,https://tcgplayer-cdn.tcgplayer.com/product/676453_200w.jpg,62,24532,https://cpt.tcgcsv.com/5Cq7,2026-01-31T16:13:48.74,1,Rare,PEN268,,,,,,,,,,,,,,,
676454,Fluid Motion (Blue),Fluid Motion Blue,https://tcgplayer-cdn.tcgplayer.com/product/676454_200w.jpg,62,24532,https://cpt.tcgcsv.com/6Cq7,2026-01-31T16:13:49.123,1,Common,PEN269,,,,,,,,,,,,,,,
676455,Manifest Muscle (Blue),Manifest Muscle Blue,https://tcgplayer-cdn.tcgplayer.com/product/676455_200w.jpg,62,24532,https://cpt.tcgcsv.com/7Cq7,2026-01-31T16:13:49.54,1,Common,PEN270,,,,,,,,,,,,,,,
676456,Mistborn Protector (Blue),Mistborn Protector Blue,https://tcgplayer-cdn.tcgplayer.com/product/676456_200w.jpg,62,24532,https://cpt.tcgcsv.com/8Cq7,2026-01-31T16:13:49.98,1,Common,PEN271,,,,,,,,,,,,,,,
676457,Billowing Mist (Blue),Billowing Mist Blue,https://tcgplayer-cdn.tcgplayer.com/product/676457_200w.jpg,62,24532,https://cpt.tcgcsv.com/9Cq7,2026-01-31T16:13:50.363,1,Common,PEN272,,,,,,,,,,,,,,,
676458,Look Within (Blue),Look Within Blue,https://tcgplayer-cdn.tcgplayer.com/product/676458_200w.jpg,62,24532,https://cpt.tcgcsv.com/bCq7,2026-01-31T16:13:50.77,1,Common,PEN273,,,,,,,,,,,,,,,
676459,Spreading Mist (Blue),Spreading Mist Blue,https://tcgplayer-cdn.tcgplayer.com/product/676459_200w.jpg,62,24532,https://cpt.tcgcsv.com/cCq7,2026-01-31T16:13:51.2,1,Common,PEN274,,,,,,,,,,,,,,,
676460,Topsy Turvy,Topsy Turvy,https://tcgplayer-cdn.tcgplayer.com/product/676460_200w.jpg,62,24532,https://cpt.tcgcsv.com/dCq7,2026-01-31T16:13:51.587,1,Rare,PEN276,,,,,,,,,,,,,,,
676461,Descend Into Madness (Blue),Descend Into Madness Blue,https://tcgplayer-cdn.tcgplayer.com/product/676461_200w.jpg,62,24532,https://cpt.tcgcsv.com/fCq7,2026-01-31T16:13:51.943,1,Rare,PEN278,,,,,,,,,,,,,,,
676462,Concoct Disorder (Red),Concoct Disorder Red,https://tcgplayer-cdn.tcgplayer.com/product/676462_200w.jpg,62,24532,https://cpt.tcgcsv.com/gCq7,2026-01-31T16:13:52.347,1,Common,PEN279,,,,,,,,,,,,,,,
676463,Concoct Disorder (Yellow),Concoct Disorder Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676463_200w.jpg,62,24532,https://cpt.tcgcsv.com/hCq7,2026-01-31T16:13:52.823,1,Common,PEN280,,,,,,,,,,,,,,,
676464,Concoct Disorder (Blue),Concoct Disorder Blue,https://tcgplayer-cdn.tcgplayer.com/product/676464_200w.jpg,62,24532,https://cpt.tcgcsv.com/jCq7,2026-01-31T16:13:53.29,1,Common,PEN281,,,,,,,,,,,,,,,
676465,Hyper Inflation (Red),Hyper Inflation Red,https://tcgplayer-cdn.tcgplayer.com/product/676465_200w.jpg,62,24532,https://cpt.tcgcsv.com/kCq7,2026-01-31T16:13:53.793,1,Common,PEN282,,,,,,,,,,,,,,,
676466,Hyper Inflation (Yellow),Hyper Inflation Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676466_200w.jpg,62,24532,https://cpt.tcgcsv.com/lCq7,2026-01-31T16:13:54.247,1,Common,PEN283,,,,,,,,,,,,,,,
676467,Hyper Inflation (Blue),Hyper Inflation Blue,https://tcgplayer-cdn.tcgplayer.com/product/676467_200w.jpg,62,24532,https://cpt.tcgcsv.com/mCq7,2026-01-31T16:13:54.733,1,Common,PEN284,,,,,,,,,,,,,,,
676468,Tough As A Rok (Blue),Tough As A Rok Blue,https://tcgplayer-cdn.tcgplayer.com/product/676468_200w.jpg,62,24532,https://cpt.tcgcsv.com/nCq7,2026-01-31T16:13:55.183,1,Rare,PEN285,,,,,,,,,,,,,,,
676469,Energy Of The Audience (Yellow),Energy Of The Audience Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676469_200w.jpg,62,24532,https://cpt.tcgcsv.com/pCq7,2026-01-31T16:13:55.68,1,Rare,PEN286,,,,,,,,,,,,,,,
676470,Emboldened By The Crowd (Yellow),Emboldened By The Crowd Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676470_200w.jpg,62,24532,https://cpt.tcgcsv.com/qCq7,2026-01-31T16:13:56.187,1,Rare,PEN290,,,,,,,,,,,,,,,
676471,Hulk Up (Red),Hulk Up Red,https://tcgplayer-cdn.tcgplayer.com/product/676471_200w.jpg,62,24532,https://cpt.tcgcsv.com/rCq7,2026-01-31T16:13:56.643,1,Common,PEN291,,,,,,,,,,,,,,,
676472,Hulk Up (Yellow),Hulk Up Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676472_200w.jpg,62,24532,https://cpt.tcgcsv.com/sCq7,2026-01-31T16:13:57.15,1,Common,PEN292,,,,,,,,,,,,,,,
676473,Hulk Up (Blue),Hulk Up Blue,https://tcgplayer-cdn.tcgplayer.com/product/676473_200w.jpg,62,24532,https://cpt.tcgcsv.com/tCq7,2026-01-31T16:13:57.623,1,Common,PEN293,,,,,,,,,,,,,,,
676474,Stadium Security (Red),Stadium Security Red,https://tcgplayer-cdn.tcgplayer.com/product/676474_200w.jpg,62,24532,https://cpt.tcgcsv.com/vCq7,2026-01-31T16:13:58.153,1,Common,PEN294,,,,,,,,,,,,,,,
676475,Stadium Security (Yellow),Stadium Security Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676475_200w.jpg,62,24532,https://cpt.tcgcsv.com/wCq7,2026-01-31T16:13:58.65,1,Common,PEN295,,,,,,,,,,,,,,,
676476,Stadium Security (Blue),Stadium Security Blue,https://tcgplayer-cdn.tcgplayer.com/product/676476_200w.jpg,62,24532,https://cpt.tcgcsv.com/xCq7,2026-01-31T16:13:59.117,1,Common,PEN296,,,,,,,,,,,,,,,
676477,Chain Brutality (Red),Chain Brutality Red,https://tcgplayer-cdn.tcgplayer.com/product/676477_200w.jpg,62,24532,https://cpt.tcgcsv.com/zCq7,2026-01-31T16:13:59.623,1,Rare,PEN297,,,,,,,,,,,,,,,
676478,Walk In My Shoes (Yellow),Walk In My Shoes Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676478_200w.jpg,62,24532,https://cpt.tcgcsv.com/BCq7,2026-01-31T16:14:00.107,1,Rare,PEN298,,,,,,,,,,,,,,,
676479,Line Crossers,Line Crossers,https://tcgplayer-cdn.tcgplayer.com/product/676479_200w.jpg,62,24532,https://cpt.tcgcsv.com/CCq7,2026-01-31T16:14:00.583,1,Rare,PEN300,,,,,,,,,,,,,,,
676480,Snarky Prick (Red),Snarky Prick Red,https://tcgplayer-cdn.tcgplayer.com/product/676480_200w.jpg,62,24532,https://cpt.tcgcsv.com/DCq7,2026-01-31T16:14:01.037,1,Rare,PEN302,,,,,,,,,,,,,,,
676481,Insult To Injury (Red),Insult To Injury Red,https://tcgplayer-cdn.tcgplayer.com/product/676481_200w.jpg,62,24532,https://cpt.tcgcsv.com/FCq7,2026-01-31T16:14:01.523,1,Common,PEN303,,,,,,,,,,,,,,,
676482,Insult To Injury (Yellow),Insult To Injury Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676482_200w.jpg,62,24532,https://cpt.tcgcsv.com/GCq7,2026-01-31T16:14:02.013,1,Common,PEN304,,,,,,,,,,,,,,,
676483,Insult To Injury (Blue),Insult To Injury Blue,https://tcgplayer-cdn.tcgplayer.com/product/676483_200w.jpg,62,24532,https://cpt.tcgcsv.com/HCq7,2026-01-31T16:14:02.57,1,Common,PEN305,,,,,,,,,,,,,,,
676484,Bad Breath (Red),Bad Breath Red,https://tcgplayer-cdn.tcgplayer.com/product/676484_200w.jpg,62,24532,https://cpt.tcgcsv.com/JCq7,2026-01-31T16:14:03.023,1,Common,PEN306,,,,,,,,,,,,,,,
676485,Bad Breath (Yellow),Bad Breath Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676485_200w.jpg,62,24532,https://cpt.tcgcsv.com/KCq7,2026-01-31T16:14:03.47,1,Common,PEN307,,,,,,,,,,,,,,,
676486,Bad Breath (Blue),Bad Breath Blue,https://tcgplayer-cdn.tcgplayer.com/product/676486_200w.jpg,62,24532,https://cpt.tcgcsv.com/LCq7,2026-01-31T16:14:03.993,1,Common,PEN308,,,,,,,,,,,,,,,
676487,Myrkhellir Helm,Myrkhellir Helm,https://tcgplayer-cdn.tcgplayer.com/product/676487_200w.jpg,62,24532,https://cpt.tcgcsv.com/MCq7,2026-01-31T16:14:04.45,1,Rare,PEN315,,,,,,,,,,,,,,,
676488,Burnished Bunkerplate,Burnished Bunkerplate,https://tcgplayer-cdn.tcgplayer.com/product/676488_200w.jpg,62,24532,https://cpt.tcgcsv.com/NCq7,2026-01-31T16:14:04.887,1,Rare,PEN316,,,,,,,,,,,,,,,
676489,Unflinching Foothold,Unflinching Foothold,https://tcgplayer-cdn.tcgplayer.com/product/676489_200w.jpg,62,24532,https://cpt.tcgcsv.com/PCq7,2026-01-31T16:14:05.27,1,Rare,PEN318,,,,,,,,,,,,,,,
676490,Clearwater Elixir (Red),Clearwater Elixir Red,https://tcgplayer-cdn.tcgplayer.com/product/676490_200w.jpg,62,24532,https://cpt.tcgcsv.com/QCq7,2026-01-31T16:14:05.71,1,Rare,PEN324,,,,,,,,,,,,,,,
676491,Restvine Elixir (Red),Restvine Elixir Red,https://tcgplayer-cdn.tcgplayer.com/product/676491_200w.jpg,62,24532,https://cpt.tcgcsv.com/RCq7,2026-01-31T16:14:06.19,1,Rare,PEN325,,,,,,,,,,,,,,,
676492,Sapwood Elixir (Red),Sapwood Elixir Red,https://tcgplayer-cdn.tcgplayer.com/product/676492_200w.jpg,62,24532,https://cpt.tcgcsv.com/SCq7,2026-01-31T16:14:06.643,1,Rare,PEN326,,,,,,,,,,,,,,,
676493,Ransack And Raze (Blue),Ransack And Raze Blue,https://tcgplayer-cdn.tcgplayer.com/product/676493_200w.jpg,62,24532,https://cpt.tcgcsv.com/TCq7,2026-01-31T16:14:07.113,1,Rare,PEN327,,,,,,,,,,,,,,,
676494,Destructive Tendencies (Blue),Destructive Tendencies Blue,https://tcgplayer-cdn.tcgplayer.com/product/676494_200w.jpg,62,24532,https://cpt.tcgcsv.com/VCq7,2026-01-31T16:14:07.597,1,Rare,PEN328,,,,,,,,,,,,,,,
676495,Pilfer The Tomb (Blue),Pilfer The Tomb Blue,https://tcgplayer-cdn.tcgplayer.com/product/676495_200w.jpg,62,24532,https://cpt.tcgcsv.com/WCq7,2026-01-31T16:14:08.04,1,Rare,PEN329,,,,,,,,,,,,,,,
676496,Shatter Sorcery (Blue),Shatter Sorcery Blue,https://tcgplayer-cdn.tcgplayer.com/product/676496_200w.jpg,62,24532,https://cpt.tcgcsv.com/XCq7,2026-01-31T16:14:08.477,1,Rare,PEN330,,,,,,,,,,,,,,,
676497,Drag Down (Red),Drag Down Red,https://tcgplayer-cdn.tcgplayer.com/product/676497_200w.jpg,62,24532,https://cpt.tcgcsv.com/ZCq7,2026-01-31T16:14:08.913,1,Common,PEN331,,,,,,,,,,,,,,,
676498,Drag Down (Yellow),Drag Down Yellow,https://tcgplayer-cdn.tcgplayer.com/product/676498_200w.jpg,62,24532,https://cpt.tcgcsv.com/-Cq7,2026-01-31T16:14:09.35,1,Common,PEN332,,,,,,,,,,,,,,,
676499,Drag Down (Blue),Drag Down Blue,https://tcgplayer-cdn.tcgplayer.com/product/676499_200w.jpg,62,24532,https://cpt.tcgcsv.com/_Cq7,2026-01-31T16:14:09.83,1,Common,PEN333,,,,,,,,,,,,,,,
